Company Name,Date,Net sales,Total expenses,Net Profit/(Loss) for the period from continuing operations (after tax),PBT,PBDIT,PAT as % of net sales,Sector
Punjab National Bank,2016-09-30,20464.5,21418.5,618.9,750.7,16029.9,3.02,Banks
R E C Ltd.,2016-09-30,118303.6,130892.8,5493.6,7782.8,87287.9,4.64,Banks
Rain Industries Ltd.,2016-09-30,59568.2,43572.8,17512.7,24462.5,58735.6,29.4,Cement
Rajesh Exports Ltd.,2016-09-30,23.7,101.7,320.5,338.2,393.7,1352.32,Metals
Rallis India Ltd.,2016-09-30,116423.9,115658.6,1167.3,1167.3,2092.6,1.0,Chemicals
Ramco Cements Ltd.,2016-09-30,4933.0,4024.9,731.6,1024.6,1127.8,14.83,Cement
Rashtriya Chemicals & Fertilizers Ltd.,2016-09-30,10156.7,8218.6,2070.1,2637.1,3585.4,20.38,Fertilisers
Ratnamani Metals & Tubes Ltd.,2016-09-30,17774.9,18434.4,430.6,750.4,1241.3,2.42,Steel
Relaxo Footwears Ltd.,2016-09-30,3218.7,2899.0,285.4,406.5,557.7,8.87,Leather
Reliance Industries Ltd.,2016-09-30,3901.1,3713.5,269.6,391.6,557.5,6.91,Refineries
S K F India Ltd.,2016-09-30,595770.0,544450.0,77040.0,101730.0,128350.0,12.93,Bearings
S R F Ltd.,2016-09-30,6620.3,6521.2,602.6,930.3,1051.9,9.1,Diversified
Sanofi India Ltd.,2016-09-30,8990.9,8361.7,1011.5,1267.6,2036.1,11.25,Pharmaceuticals
Saregama India Ltd.,2016-09-30,6382.0,6132.0,829.0,1338.0,1610.0,12.99,Media
Schaeffler India Ltd.,2016-09-30,479.0,507.4,20.9,36.1,58.7,4.36,Bearings
Shipping Corpn. Of India Ltd.,2016-09-30,4726.7,4467.6,525.2,810.4,973.0,11.11,Shipping
Shree Cement Ltd.,2016-09-30,7582.4,8237.7,-177.7,-0.2,1822.7,-2.34,Cement
Shriram Transport Finance Co. Ltd.,2016-09-30,20519.0,19056.8,2915.0,3179.9,7795.3,14.21,Finance
Siemens Ltd.,2016-09-30,27132.0,23259.4,3876.5,5939.7,19338.6,14.29,Infrastructure
Sonata Software Ltd.,2016-09-30,30905.9,35862.3,24896.3,32888.7,33371.1,80.56,Computers
Spicejet Ltd.,2016-09-30,1541.3,1290.1,322.2,439.6,450.9,20.9,Transport
State Bank Of India,2016-09-30,14004.0,13569.2,589.1,589.1,1270.4,4.21,Banks
Steel Authority Of India Ltd.,2016-09-30,424815.5,482046.7,25383.2,33276.0,312089.9,5.98,Steel
Sterlite Technologies Ltd.,2016-09-30,112256.0,105185.4,-7315.8,-12530.5,155.8,-6.52,Cables
Strides Pharma Science Ltd.,2016-09-30,4681.4,4822.4,354.6,110.9,851.6,7.57,Pharmaceuticals
Sudarshan Chemical Inds. Ltd.,2016-09-30,5084.1,5250.5,323.0,352.4,947.8,6.04,Dyes
Sun Pharmaceutical Inds. Ltd.,2016-09-30,3322.5,3195.4,281.0,396.2,557.3,8.46,Pharmaceuticals
Sundaram-Clayton Ltd.,2016-09-30,20325.3,20620.5,1874.5,1905.7,3019.3,9.22,Auto
Sundram Fasteners Ltd.,2016-09-30,3518.1,3517.9,78.6,82.8,308.5,2.23,Fasteners
Sunteck Realty Ltd.,2016-09-30,7371.2,6838.3,769.3,1044.9,1415.0,10.44,Construction
Supreme Industries Ltd.,2016-09-30,398.8,143.6,458.4,471.1,509.6,114.94,Plastics
Swan Energy Ltd.,2016-09-30,8826.8,9224.6,581.2,896.8,1357.1,6.58,Trading
Symphony Ltd.,2016-09-30,960.9,961.8,21.6,21.6,85.3,2.25,Consumer
T T K Prestige Ltd.,2016-09-30,1504.4,1215.5,425.2,600.1,608.9,28.26,Domestic
Tanla Platforms Ltd.,2016-09-30,4632.2,4166.8,353.9,516.8,585.1,7.64,Computers
Tata Chemicals Ltd.,2016-09-30,1082.1,1072.3,14.7,13.2,52.1,1.36,Chemicals
Tata Coffee Ltd.,2016-09-30,15565.7,15971.7,865.2,1644.5,2564.4,7.63,Plantations
Tata Communications Ltd.,2016-09-30,1860.4,1706.6,324.0,433.1,504.2,17.42,Telecommunications
Tata Consumer Products Ltd.,2016-09-30,12485.2,12513.5,2676.5,3829.3,5838.0,21.44,Plantations
Tata Elxsi Ltd.,2016-09-30,7591.2,7204.8,863.2,1151.9,1358.1,11.37,Computers
Tata Investment Corpn. Ltd.,2016-09-30,3042.2,2626.8,454.6,685.2,814.5,14.94,Finance
Tata Motors Ltd.,2016-09-30,670.7,262.7,1300.0,1510.0,1510.2,193.83,Auto
Tata Power Co. Ltd.,2016-09-30,102821.7,112846.7,-6307.6,-6089.2,4824.2,-6.13,Power
Tata Steel Ltd.,2016-09-30,17251.2,17987.3,4963.3,6272.1,11117.4,28.77,Steel
Tech Mahindra Ltd.,2016-09-30,105212.2,102768.4,2495.6,3667.6,20151.3,2.37,Computers
Thermax Ltd.,2016-09-30,56821.9,51925.1,8722.1,11341.6,12989.8,15.35,Infrastructure
Timken India Ltd.,2016-09-30,8453.2,8203.8,596.6,888.3,1061.8,7.06,Bearings
Titan Company Ltd.,2016-09-30,2826.0,2534.2,298.6,421.0,492.4,10.57,Miscellaneous
Torrent Pharmaceuticals Ltd.,2016-09-30,25990.2,28540.8,1788.2,2441.8,2793.3,6.88,Pharmaceuticals
Trent Ltd.,2016-09-30,10580.0,9820.0,1690.0,1880.0,3030.0,15.97,Retail
Trident Ltd.,2016-09-30,4394.7,5010.3,210.7,297.6,481.9,4.79,Textiles
U P L Ltd.,2016-09-30,11477.7,10807.9,800.7,1050.4,2453.5,6.98,Chemicals
Uflex Ltd.,2016-09-30,18410.0,19180.0,670.0,870.0,3063.1,3.64,Packaging
Uno Minda Ltd.,2016-09-30,9340.3,9020.7,598.1,719.9,1463.8,6.4,Auto
V I P Industries Ltd.,2016-09-30,4387.5,4189.0,318.8,400.2,564.6,7.27,Personal
V S T Industries Ltd.,2016-09-30,2799.8,2535.5,154.2,228.2,256.2,5.51,Cigarettes
Vaibhav Global Ltd.,2016-09-30,2245.8,2114.5,307.8,462.7,548.6,13.71,Retail
Vakrangee Ltd.,2016-09-30,1245.8,1195.3,38.2,62.7,94.8,3.07,Computers
Vardhman Textiles Ltd.,2016-09-30,9435.2,8182.4,1265.6,1941.0,2272.8,13.41,Textiles
Vedanta Ltd.,2016-09-30,13980.6,13591.8,4815.2,5962.9,7080.1,34.44,Mining
Vinati Organics Ltd.,2016-09-30,77310.0,80020.0,3590.0,3290.0,20690.0,4.64,Chemicals
Voltas Ltd.,2016-09-30,1398.2,1180.7,306.8,419.5,480.5,21.94,Diversified
Welspun India Ltd.,2016-09-30,8360.9,8334.9,1259.1,1748.8,1806.8,15.06,Textiles
Westlife Development Ltd.,2016-09-30,14964.4,17856.9,-1523.4,-1538.7,-225.7,-10.18,Hotels
Whirlpool Of India Ltd.,2016-09-30,,1.0,-0.2,-0.2,-0.2,,Consumer
Wipro Ltd.,2016-09-30,8434.2,8307.7,587.2,860.6,1083.0,6.96,Computers
Wockhardt Ltd.,2016-09-30,114538.0,100913.0,19321.0,25147.0,28697.0,16.87,Pharmaceuticals
Zee Entertainment Enterprises Ltd.,2016-09-30,5982.8,6597.9,1461.6,1416.5,2133.1,24.43,Media
Zensar Technologies Ltd.,2016-09-30,12750.8,11120.1,3277.4,4835.4,5084.2,25.7,Computers
Zydus Lifesciences Ltd.,2016-09-30,3273.6,2919.4,437.7,604.0,763.8,13.37,Pharmaceuticals
,2016-09-30,7286.0,8472.0,381.0,426.0,1178.0,5.23,null
3M India Ltd.,2016-12-31,5762.3,5015.0,424.3,648.7,769.1,7.36,Diversified
A B B India Ltd.,2016-12-31,25077.8,22960.8,1628.1,2460.6,3152.0,6.49,Infrastructure
A C C Ltd.,2016-12-31,26973.0,26317.0,804.9,848.8,2736.5,2.98,Cement
A P L Apollo Tubes Ltd.,2016-12-31,7511.6,7642.3,155.2,250.9,504.7,2.07,Steel
Aarti Drugs Ltd.,2016-12-31,2642.6,2205.1,163.4,243.7,424.6,6.18,Pharmaceuticals
Aarti Industries Ltd.,2016-12-31,7702.3,7054.3,738.4,908.4,1512.4,9.59,Chemicals
Abbott India Ltd.,2016-12-31,7465.4,7395.8,855.6,1326.0,1369.6,11.46,Pharmaceuticals
Adani Enterprises Ltd.,2016-12-31,18668.9,23207.9,-251.4,311.7,2723.8,-1.35,Trading
Aegis Logistics Ltd.,2016-12-31,966.9,887.3,145.1,216.3,262.1,15.01,Transport
Ajanta Pharma Ltd.,2016-12-31,5086.0,3759.1,1709.8,2112.6,2262.4,33.62,Pharmaceuticals
Akzo Nobel India Ltd.,2016-12-31,6731.2,5489.5,671.3,989.9,1124.6,10.19,Paints
Alkyl Amines Chemicals Ltd.,2016-12-31,1476.6,1347.3,170.3,251.8,300.3,11.53,Chemicals
Alok Industries Ltd.,2016-12-31,20593.6,28532.7,-8071.1,-13476.7,-3637.1,-39.19,Textiles
Amara Raja Batteries Ltd.,2016-12-31,13269.0,13289.8,1123.2,1689.1,2172.0,8.46,Auto
Ambuja Cements Ltd.,2016-12-31,22244.8,20059.9,1792.5,2054.6,3759.1,8.06,Cement
Apollo Hospitals Enterprise Ltd.,2016-12-31,16806.1,16411.1,728.3,840.7,1971.6,4.33,Hospitals
Apollo Tyres Ltd.,2016-12-31,22009.6,21093.7,1854.6,2551.1,3458.4,8.43,Tyres
Asahi India Glass Ltd.,2016-12-31,5683.9,5496.5,451.6,481.5,1028.8,7.95,Glass
Ashok Leyland Ltd.,2016-12-31,45162.8,50395.7,1617.2,2395.2,4799.0,3.58,Auto
Asian Paints Ltd.,2016-12-31,32410.8,28029.4,4258.3,6441.5,7233.0,13.14,Paints
Astrazeneca Pharma India Ltd.,2016-12-31,1502.8,1350.4,162.1,210.0,250.2,10.79,Pharmaceuticals
Atul Ltd.,2016-12-31,6415.0,5907.3,585.8,827.7,1119.9,9.13,Chemicals
Aurobindo Pharma Ltd.,2016-12-31,25213.7,20963.1,4410.2,5821.4,6634.8,17.49,Pharmaceuticals
Avanti Feeds Ltd.,2016-12-31,4369.4,4047.1,396.8,599.7,634.6,9.08,Aquaculture
Axis Bank Ltd.,2016-12-31,111010.0,139216.4,5795.7,8444.3,76117.0,5.22,Banks
B A S F India Ltd.,2016-12-31,11224.9,12169.4,-472.3,-472.3,347.1,-4.21,Chemicals
Bajaj Electricals Ltd.,2016-12-31,10494.6,10371.3,297.1,451.6,739.4,2.83,Domestic
Bajaj Finance Ltd.,2016-12-31,26882.3,21442.8,5556.5,8500.0,18479.2,20.67,Finance
Bajaj Holdings & Invst. Ltd.,2016-12-31,2742.7,1512.5,1239.7,1826.4,1839.4,45.2,Finance
Balkrishna Industries Ltd.,2016-12-31,8964.3,7927.2,1856.9,2574.4,3758.2,20.71,Tyres
Balrampur Chini Mills Ltd.,2016-12-31,9372.8,10275.5,1752.0,2275.5,2559.8,18.69,Sugar
Bank Of Baroda,2016-12-31,104060.8,119283.7,2526.7,5157.1,77874.3,2.43,Banks
Bank Of India,2016-12-31,98247.5,114922.8,1017.2,1558.7,71180.1,1.04,Banks
Bata India Ltd.,2016-12-31,6346.5,5623.6,377.1,563.0,730.2,5.94,Leather
Bayer Cropscience Ltd.,2016-12-31,6625.0,5349.0,368.0,576.0,671.0,5.55,Chemicals
Berger Paints India Ltd.,2016-12-31,10485.1,9115.1,959.3,1454.1,1724.0,9.15,Paints
Bharat Electronics Ltd.,2016-12-31,20420.7,20063.0,3735.4,5042.7,5603.7,18.29,Electric
Bharat Forge Ltd.,2016-12-31,9437.0,8701.4,1286.2,1891.7,2813.4,13.63,Castings
Bharat Heavy Electricals Ltd.,2016-12-31,63209.5,62719.8,935.4,1245.5,3596.4,1.48,Infrastructure
Bharat Petroleum Corpn. Ltd.,2016-12-31,535427.0,526572.5,22719.4,33016.9,39201.5,4.24,Refineries
Birla Corporation Ltd.,2016-12-31,7449.9,7635.0,20.9,129.3,999.8,0.28,Cement
Birlasoft Ltd.,2016-12-31,3288.1,2983.1,335.8,401.3,643.1,10.21,Computers
Blue Dart Express Ltd.,2016-12-31,7200.0,6984.0,281.7,452.5,642.3,3.91,Couriers
Blue Star Ltd.,2016-12-31,8289.0,8164.9,94.5,110.8,314.7,1.14,Consumer
Bombay Burmah Trdg. Corpn. Ltd.,2016-12-31,647.0,670.7,53.8,62.3,165.6,8.32,Plantations
Borosil Renewables Ltd.,2016-12-31,720.2,574.4,970.6,1012.7,1033.2,134.77,Glass
Bosch Ltd.,2016-12-31,26927.4,25388.2,2147.6,2993.9,4304.6,8.1,Auto
Brightcom Group Ltd.,2016-12-31,1178.1,1196.6,-1.1,-1.1,39.7,-0.09,Computers
Britannia Industries Ltd.,2016-12-31,21166.1,19484.3,2114.9,3083.0,3329.6,9.99,Food
C C L Products (India) Ltd.,2016-12-31,2282.9,1874.3,377.1,580.4,619.3,16.52,Plantations
C E S C Ltd.,2016-12-31,16200.0,15530.0,1520.0,1940.0,4000.0,9.38,Power
Can Fin Homes Ltd.,2016-12-31,3496.4,2900.4,596.0,938.8,3251.6,17.05,Finance
Caplin Point Laboratories Ltd.,2016-12-31,876.7,745.9,175.5,231.0,260.9,20.02,Pharmaceuticals
Capri Global Capital Ltd.,2016-12-31,546.4,439.6,127.0,211.0,325.8,23.24,Finance
Carborundum Universal Ltd.,2016-12-31,3334.6,3231.2,238.4,343.5,536.4,7.15,Abrasives
Castrol India Ltd.,2016-12-31,7822.0,6660.0,1513.0,2388.0,2499.0,19.34,Lubricants
Ceat Ltd.,2016-12-31,13823.4,13431.1,941.8,1209.8,1744.2,6.81,Tyres
Century Plyboards (India) Ltd.,2016-12-31,4254.6,3897.6,373.1,444.8,706.2,8.77,Miscellaneous
Century Textiles & Inds. Ltd.,2016-12-31,17599.0,17719.4,235.3,249.7,2444.1,0.98,Diversified
Chambal Fertilisers & Chemicals Ltd.,2016-12-31,23782.2,18973.5,1311.7,1743.0,2519.6,5.47,Fertilisers
Cholamandalam Financial Holdings Ltd.,2016-12-31,,3.0,-3.0,-3.0,-3.0,,Miscellaneous
Cholamandalam Investment & Finance Co. Ltd.,2016-12-31,11756.7,10132.5,1625.2,2509.3,8271.2,13.82,Finance
Cipla Ltd.,2016-12-31,26750.0,24141.5,3412.2,4264.3,5766.5,12.76,Pharmaceuticals
City Union Bank Ltd.,2016-12-31,8110.0,8271.8,1266.2,1816.2,6856.4,15.61,Banks
Colgate-Palmolive (India) Ltd.,2016-12-31,8745.8,7691.9,1278.2,1907.9,2249.6,14.62,Personal
Container Corpn. Of India Ltd.,2016-12-31,13143.1,12128.4,1859.9,2528.5,3450.6,14.15,Transport
Coromandel International Ltd.,2016-12-31,22347.9,21996.4,1126.7,1709.4,2491.6,5.04,Fertilisers
Crisil Ltd.,2016-12-31,3150.7,2537.6,713.7,1156.7,1234.2,22.65,Miscellaneous
Cummins India Ltd.,2016-12-31,13550.0,11308.0,1980.9,2446.4,2725.9,14.62,Engines
Cyient Ltd.,2016-12-31,3298.0,2818.0,722.0,933.0,1076.0,21.89,Computers
D C M Shriram Ltd.,2016-12-31,13610.0,14892.6,1487.6,1750.2,2232.6,10.93,Diversified
D L F Ltd.,2016-12-31,9606.9,9644.7,1709.0,2569.0,5956.5,17.79,Construction
Dabur India Ltd.,2016-12-31,12839.6,10533.5,2290.1,2968.6,3188.2,17.84,Personal
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,2016-12-31,9972.3,9376.5,466.2,756.8,1378.9,4.67,Fertilisers
Deepak Nitrite Ltd.,2016-12-31,2839.2,2737.0,73.6,102.2,314.1,2.59,Chemicals
Dhanuka Agritech Ltd.,2016-12-31,2118.1,1721.3,268.8,376.2,416.2,12.69,Chemicals
Dr. Reddy'S Laboratories Ltd.,2016-12-31,25685.0,22525.0,4388.0,5294.0,7296.0,17.08,Pharmaceuticals
E I D-Parry (India) Ltd.,2016-12-31,5222.3,5919.6,122.2,140.1,704.5,2.34,Sugar
E I H Ltd.,2016-12-31,3609.0,3280.0,543.1,806.5,1117.7,15.05,Hotels
E P L Ltd.,2016-12-31,1905.5,1832.6,118.6,164.9,377.5,6.22,Packaging
Eicher Motors Ltd.,2016-12-31,18335.9,14560.9,4151.9,6056.2,6418.1,22.64,Auto
Elgi Equipments Ltd.,2016-12-31,2178.0,2030.4,133.0,172.7,267.5,6.11,Compressors
Emami Ltd.,2016-12-31,6701.5,5351.7,1400.7,1741.8,2675.5,20.9,Personal
Engineers India Ltd.,2016-12-31,3250.1,2958.8,849.9,1303.2,1362.8,26.15,Infrastructure
Esab India Ltd.,2016-12-31,1212.5,1284.7,56.0,76.8,101.4,4.62,Electrodes
Escorts Kubota Ltd.,2016-12-31,10743.0,10291.1,535.5,324.8,541.3,2.11,Auto
Exide Industries Ltd.,2016-12-31,17150.8,18478.1,1515.2,2078.9,2646.8,8.83,Auto
F D C Ltd.,2016-12-31,2201.3,2242.6,220.3,327.2,420.1,10.01,Pharmaceuticals
Federal Bank Ltd.,2016-12-31,22814.2,23511.8,2056.5,3160.8,18061.1,9.01,Banks
Finolex Cables Ltd.,2016-12-31,6220.0,5716.2,684.4,839.2,970.7,11.0,Cables
Finolex Industries Ltd.,2016-12-31,6624.3,8078.8,719.5,1126.1,1325.7,10.86,Petrochemicals
G A I L (India) Ltd.,2016-12-31,121324.4,113489.2,9829.2,14686.1,19866.5,8.1,Oil Drilling And Exploration
G H C L Ltd.,2016-12-31,6167.5,6030.7,805.4,1093.2,1630.0,13.06,Chemicals
G M M Pfaudler Ltd.,2016-12-31,666.4,638.0,61.9,96.5,117.9,9.29,Engineering
Garware Technical Fibres Ltd.,2016-12-31,1929.0,1831.1,188.0,268.4,318.9,9.75,Textiles
Gillette India Ltd.,2016-12-31,3893.8,3695.6,547.5,801.6,900.1,14.06,Personal
Glaxosmithkline Pharmaceuticals Ltd.,2016-12-31,7063.8,5736.8,529.5,781.6,847.7,7.5,Pharmaceuticals
Glenmark Pharmaceuticals Ltd.,2016-12-31,21917.8,15795.3,7113.1,8748.9,9507.7,32.45,Pharmaceuticals
Godfrey Phillips India Ltd.,2016-12-31,4419.7,5615.1,384.4,555.8,815.0,8.7,Cigarettes
Godrej Industries Ltd.,2016-12-31,3858.5,4334.1,-423.1,-423.1,239.1,-10.97,Personal
Granules India Ltd.,2016-12-31,3310.7,3219.1,352.9,520.7,790.6,10.66,Pharmaceuticals
Graphite India Ltd.,2016-12-31,3375.6,3350.8,233.8,375.3,492.6,6.93,Electrodes
Grasim Industries Ltd.,2016-12-31,25259.5,23462.9,3313.5,4768.3,5981.1,13.12,Diversified
Great Eastern Shipping Co. Ltd.,2016-12-31,3979.3,3782.9,1719.6,1769.6,3382.4,43.21,Shipping
Greaves Cotton Ltd.,2016-12-31,4040.8,3796.3,441.4,603.7,724.4,10.91,Engines
Grindwell Norton Ltd.,2016-12-31,3075.2,3053.2,265.9,409.7,508.4,8.65,Abrasives
Gujarat Alkalies & Chemicals Ltd.,2016-12-31,4858.4,4566.0,473.2,633.3,954.4,9.74,Chemicals
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,2016-12-31,11375.1,11696.5,667.7,1232.2,2323.1,5.87,Fertilisers
Gujarat State Fertilizers & Chemicals Ltd.,2016-12-31,11027.0,10010.4,611.7,611.2,1027.5,5.55,Fertilisers
H C L Technologies Ltd.,2016-12-31,48890.0,34240.0,16620.0,20810.0,22130.0,33.99,Computers
H D F C Bank Ltd.,2016-12-31,176056.0,168829.4,38653.3,58934.7,151899.8,21.96,Banks
H E G Ltd.,2016-12-31,2420.7,2366.9,-35.1,-22.5,299.0,-1.45,Electrodes
H F C L Ltd.,2016-12-31,3986.9,3584.1,210.3,207.8,421.2,5.27,Telecommunications
H L E Glascoat Ltd.,2016-12-31,222.7,224.2,9.8,14.7,29.2,4.4,Glass
Hatsun Agro Products Ltd.,2016-12-31,9463.7,10248.4,316.5,430.0,944.7,3.34,Food
Havells India Ltd.,2016-12-31,15060.1,13474.2,1529.7,2066.7,2383.0,10.16,Electric
Heidelberg Cement India Ltd.,2016-12-31,3964.7,3959.4,-35.8,-53.4,414.2,-0.9,Cement
Hero Motocorp Ltd.,2016-12-31,63646.0,58237.0,7720.5,10853.0,12116.7,12.13,Auto
Hikal Ltd.,2016-12-31,2508.4,2415.1,138.3,179.6,487.5,5.51,Pharmaceuticals
Hindalco Industries Ltd.,2016-12-31,93135.6,98982.7,3203.9,4595.1,14053.6,3.44,Steel
Hindustan Copper Ltd.,2016-12-31,2379.8,4004.6,169.3,260.4,686.4,7.09,Metals
Hindustan Petroleum Corpn. Ltd.,2016-12-31,485607.7,488304.8,15903.1,24046.2,32214.5,3.27,Refineries
Hindustan Unilever Ltd.,2016-12-31,77050.0,67600.0,10380.0,14860.0,15910.0,13.47,Personal
Hindustan Zinc Ltd.,2016-12-31,49870.0,34850.0,23200.0,28680.0,33720.0,46.52,Metals
Honeywell Automation India Ltd.,2016-12-31,6737.4,6218.1,640.2,989.6,1031.3,9.5,Telecommunications
Housing & Urban Devp. Corpn. Ltd.,2016-12-31,9128.8,7954.7,1821.8,2693.0,7599.6,19.96,Construction
Housing Development Finance Corpn. Ltd.,2016-12-31,81337.8,64474.0,17012.1,25312.1,78316.4,20.92,Finance
I C I C I Bank Ltd.,2016-12-31,136181.0,151145.9,24418.2,28112.2,110659.7,17.93,Banks
I D B I Bank Ltd.,2016-12-31,65159.3,101275.9,-22550.0,-22550.0,34476.8,-34.61,Bank - Private
I F B Industries Ltd.,2016-12-31,4544.4,4245.1,163.2,219.7,339.4,3.59,Consumer
I T C Ltd.,2016-12-31,92483.9,76905.0,26467.3,39542.0,42343.3,28.62,Diversified
I T I Ltd.,2016-12-31,2212.5,2908.5,-699.7,-699.7,-316.7,-31.62,Telecommunications
India Cements Ltd.,2016-12-31,12678.5,12538.1,353.4,542.4,1916.6,2.79,Cement
Indian Hotels Co. Ltd.,2016-12-31,6984.3,6239.1,921.1,1403.5,2269.1,13.19,Hotels
Indian Oil Corpn. Ltd.,2016-12-31,931018.5,888402.7,39949.1,61907.3,87415.2,4.29,Refineries
Indian Overseas Bank,2016-12-31,48814.9,61539.4,-5544.4,-5513.9,29953.4,-11.36,Banks
Indusind Bank Ltd.,2016-12-31,,,,,,,Banks
Infosys Ltd.,2016-12-31,36993.3,39654.9,7506.4,11464.9,32674.0,20.29,Computers
Ipca Laboratories Ltd.,2016-12-31,149490.0,121550.0,35990.0,48830.0,52220.0,24.08,Pharmaceuticals
Ircon International Ltd.,2016-12-31,7502.1,7404.1,413.8,635.8,1118.6,5.52,Engineering
J B Chemicals & Pharmaceuticals Ltd.,2016-12-31,,,,,,,Pharmaceuticals
J K Lakshmi Cement Ltd.,2016-12-31,2764.8,2511.8,357.6,396.4,534.3,12.93,Cement
J K Paper Ltd.,2016-12-31,6708.9,7002.1,76.0,49.2,978.4,1.13,Paper
J M Financial Ltd.,2016-12-31,6379.8,6082.1,358.9,518.4,1281.4,5.63,Finance
J S W Steel Ltd.,2016-12-31,174.2,185.2,-3.5,-4.8,145.2,-2.01,Steel
Jamna Auto Inds. Ltd.,2016-12-31,133540.0,131130.0,8190.0,11920.0,28400.0,6.13,Auto
Jindal Steel & Power Ltd.,2016-12-31,2450.2,2234.9,217.1,294.5,409.9,8.86,Steel
Johnson Controls-Hitachi Air Conditioning India Ltd.,2016-12-31,35189.5,35561.4,-1865.3,-2982.2,7839.0,-5.3,Consumer
Jubilant Pharmova Ltd.,2016-12-31,2604.5,2727.3,-78.1,-85.5,52.8,-3.0,Pharmaceuticals
K I O C L Ltd.,2016-12-31,6072.5,6465.1,82.6,170.0,798.6,1.36,Steel
K R B L Ltd.,2016-12-31,3106.2,3192.0,-1.1,-1.1,54.6,-0.04,Food
K S B Ltd.,2016-12-31,7973.1,7624.9,1117.5,1508.1,1815.1,14.02,Pumps
Kajaria Ceramics Ltd.,2016-12-31,2506.6,2181.9,225.9,334.2,424.6,9.01,Ceramics
Kalpataru Power Transmission Ltd.,2016-12-31,6010.6,5416.0,605.1,898.4,1039.7,10.07,Power
Kansai Nerolac Paints Ltd.,2016-12-31,11286.1,10658.3,571.4,871.4,1305.5,5.06,Paints
Kei Industries Ltd.,2016-12-31,10084.6,9062.4,1239.6,1886.0,2061.7,12.29,Power
Kotak Mahindra Bank Ltd.,2016-12-31,7150.2,6911.6,259.0,361.0,772.2,3.62,Banks
L I C Housing Finance Ltd.,2016-12-31,44676.1,44980.7,8797.6,13356.0,37528.9,19.69,Finance
La Opala R G Ltd.,2016-12-31,35279.3,30494.6,4992.6,7656.0,33651.7,14.15,Glass
Lakshmi Machine Works Ltd.,2016-12-31,591.6,452.3,151.7,209.5,245.0,25.64,Textiles
Larsen & Toubro Ltd.,2016-12-31,5820.3,5494.2,512.6,753.8,910.9,8.81,Infrastructure
Lupin Ltd.,2016-12-31,157938.0,153464.3,9341.8,12269.0,18508.9,5.91,Pharmaceuticals
M M T C Ltd.,2016-12-31,32955.2,25794.5,8594.7,12226.5,13265.4,26.08,Trading
M R F Ltd.,2016-12-31,49422.4,60029.9,744.3,1096.6,1137.8,1.51,Tyres
Maharashtra Scooters Ltd.,2016-12-31,31759.0,30826.5,2880.8,4247.5,6403.5,9.07,Auto
Mahindra & Mahindra Ltd.,2016-12-31,31.1,48.2,11.6,20.7,22.1,37.3,Auto
Mahindra Lifespace Developers Ltd.,2016-12-31,110713.3,100084.4,10808.5,13494.3,17401.2,9.76,Construction
Mangalore Refinery & Petrochemicals Ltd.,2016-12-31,1972.1,2005.1,158.1,252.6,344.9,8.02,Refineries
Marico Ltd.,2016-12-31,114752.5,112865.2,5664.3,9030.9,13716.7,4.94,Personal
Mastek Ltd.,2016-12-31,11376.4,10529.8,2653.0,3524.6,3711.8,23.32,Computers
Max Financial Services Ltd.,2016-12-31,289.9,371.6,2.1,1.0,32.4,0.72,Finance
Mphasis Ltd.,2016-12-31,1032.1,230.1,804.9,804.9,809.7,77.99,Computers
N C C Ltd.,2016-12-31,7808.9,6569.6,1766.1,2429.2,2500.5,22.62,Construction
N H P C Ltd.,2016-12-31,19036.5,18097.6,582.7,763.9,2057.2,3.06,Power
N L C India Ltd.,2016-12-31,13085.8,14088.8,2146.9,3154.7,9394.3,16.41,Power
N M D C Ltd.,2016-12-31,18872.1,17663.7,3361.7,4860.4,6822.4,17.81,Mining
N T P C Ltd.,2016-12-31,24977.1,20224.5,5952.7,9208.1,9812.2,23.83,Power
Natco Pharma Ltd.,2016-12-31,190218.7,171822.1,24692.6,30879.2,54822.6,12.98,Pharmaceuticals
National Aluminium Co. Ltd.,2016-12-31,6575.0,4331.0,1971.0,2502.0,2681.0,29.98,Aluminium
Nesco Ltd.,2016-12-31,19881.3,20261.9,1439.2,2056.8,3239.6,7.24,Diversified
Nestle India Ltd.,2016-12-31,904.3,421.3,561.9,707.2,737.6,62.14,Food
Nocil Ltd.,2016-12-31,22662.6,21829.2,1954.1,3229.7,4313.4,8.62,Petrochemicals
Oil & Natural Gas Corpn. Ltd.,2016-12-31,1773.1,1447.3,248.9,374.5,416.6,14.04,Oil Drilling And Exploration
P C B L Ltd.,2016-12-31,200139.5,169915.8,43523.3,66505.6,102962.8,21.75,Carbon
P I Industries Ltd.,2016-12-31,4854.7,4801.1,148.8,399.5,740.8,3.07,Chemicals
Patanjali Foods Ltd.,2016-12-31,4878.6,3905.7,939.7,972.5,1166.7,19.26,Vegetable
Pfizer Ltd.,2016-12-31,50319.8,52651.1,-2168.3,-1933.9,1030.7,-4.31,Pharmaceuticals
Phoenix Mills Ltd.,2016-12-31,4913.8,4689.9,623.7,920.8,1077.2,12.69,Construction
Pidilite Industries Ltd.,2016-12-31,999.6,995.2,56.7,56.7,355.2,5.67,Chemicals
